Date,Username,Rating,Review Text,cleaning,case folding,normalisasi,tokenize,stopword removal,steming_data,Sentiment
2020-08-17 13:05:44,Dimas Kusuma,5,"itu yang ngeluh mungkin jaringan daerahnye kurang suport, Alhamdulillah aman jaya sudah 6bulan",itu yang ngeluh mungkin jaringan daerahnye kurang suport Alhamdulillah aman jaya sudah bulan,itu yang ngeluh mungkin jaringan daerahnye kurang suport alhamdulillah aman jaya sudah bulan,itu yang ngeluh mungkin jaringan daerahnye kurang suport alhamdulillah aman jaya sudah bulan,"['itu', 'yang', 'ngeluh', 'mungkin', 'jaringan', 'daerahnye', 'kurang', 'suport', 'alhamdulillah', 'aman', 'jaya', 'sudah', 'bulan']","['ngeluh', 'jaringan', 'daerahnye', 'suport', 'alhamdulillah', 'aman', 'jaya']",ngeluh jaring daerahnye suport alhamdulillah aman jaya,Positif
2020-08-13 02:34:29,Akira Riyuzuki,2,Respons sangat lama saya menunggu email konfirmasi untuk pemasangan tetapi belum ada sejak kemarin...,Respons sangat lama saya menunggu email konfirmasi untuk pemasangan tetapi belum ada sejak kemarin,respons sangat lama saya menunggu email konfirmasi untuk pemasangan tetapi belum ada sejak kemarin,respons sangat lama saya menunggu email konfirmasi untuk pemasangan tetapi belum ada sejak kemarin,"['respons', 'sangat', 'lama', 'saya', 'menunggu', 'email', 'konfirmasi', 'untuk', 'pemasangan', 'tetapi', 'belum', 'ada', 'sejak', 'kemarin']","['respons', 'menunggu', 'email', 'konfirmasi', 'pemasangan', 'kemarin']",respons tunggu email konfirmasi pasang kemarin,Positif
2020-08-12 07:11:41,Ruslie Lie,1,LUAR BIASA KALIAN SYA UD MELAKUKAN PEMBAYARAN PERTAMA PADA TANGGAL 05 AGUSTUS 2020 DENGAN NOMOR ID 21201206 TIDAK ADA KELANJUTAN PEMASANGAN DARI PIHAK KALIAN,LUAR BIASA KALIAN SYA UD MELAKUKAN PEMBAYARAN PERTAMA PADA TANGGAL  AGUSTUS  DENGAN NOMOR ID  TIDAK ADA KELANJUTAN PEMASANGAN DARI PIHAK KALIAN,luar biasa kalian sya ud melakukan pembayaran pertama pada tanggal  agustus  dengan nomor id  tidak ada kelanjutan pemasangan dari pihak kalian,luar biasa kalian saya sudah melakukan pembayaran pertama pada tanggal agustus dengan nomor id tidak ada kelanjutan pemasangan dari pihak kalian,"['luar', 'biasa', 'kalian', 'saya', 'sudah', 'melakukan', 'pembayaran', 'pertama', 'pada', 'tanggal', 'agustus', 'dengan', 'nomor', 'id', 'tidak', 'ada', 'kelanjutan', 'pemasangan', 'dari', 'pihak', 'kalian']","['pembayaran', 'tanggal', 'agustus', 'nomor', 'id', 'kelanjutan', 'pemasangan']",bayar tanggal agustus nomor id lanjut pasang,Positif
2020-08-11 08:31:16,Adam Faqih,1,tidak ada sinyal udah jadi paketan baru ya?,tidak ada sinyal udah jadi paketan baru ya,tidak ada sinyal udah jadi paketan baru ya,tidak ada sinyal sudah jadi paketan baru ya,"['tidak', 'ada', 'sinyal', 'sudah', 'jadi', 'paketan', 'baru', 'ya']","['sinyal', 'paketan', 'ya']",sinyal paket ya,Positif
2020-07-22 07:49:15,anggraini endah,5,"Oxygen the best,,, murah, signal stabil, pake udah 5 bulan ga pernah ada masalah, makasi oxygen",Oxygen the best murah signal stabil pake udah  bulan ga pernah ada masalah makasi oxygen,oxygen the best murah signal stabil pake udah  bulan ga pernah ada masalah makasi oxygen,oxygen the best murah signal stabil pakai sudah bulan tidak pernah ada masalah oxygen,"['oxygen', 'the', 'best', 'murah', 'signal', 'stabil', 'pakai', 'sudah', 'bulan', 'tidak', 'pernah', 'ada', 'masalah', 'oxygen']","['oxygen', 'the', 'best', 'murah', 'signal', 'stabil', 'pakai', 'oxygen']",oxygen the best murah signal stabil pakai oxygen,Positif
2020-07-20 14:04:06,Azriel Pratama,1,Parah nih orang2 salesnya p3nipu .. saya sudah bayar rp 219.000 malah orangnya gak dateng2 .. sudah seminggu . Tolong donk mind di tindak tegas .. saya akan laporkan dan saya akan sebarkan ke burukan oxygen wiffi .. dan saya akan laporkan ke polisi atas dasar penipuan ..,Parah nih orang salesnya pnipu  saya sudah bayar rp  malah orangnya gak dateng  sudah seminggu  Tolong donk mind di tindak tegas  saya akan laporkan dan saya akan sebarkan ke burukan oxygen wiffi  dan saya akan laporkan ke polisi atas dasar penipuan ,parah nih orang salesnya pnipu  saya sudah bayar rp  malah orangnya gak dateng  sudah seminggu  tolong donk mind di tindak tegas  saya akan laporkan dan saya akan sebarkan ke burukan oxygen wiffi  dan saya akan laporkan ke polisi atas dasar penipuan ,parah nih orang salesnya pnipu saya sudah bayar rp malah orangnya tidak datang sudah seminggu tolong dong mind di tindak tegas saya akan laporkan dan saya akan sebarkan ke burukan oxygen wiffi dan saya akan laporkan ke polisi atas dasar penipuan,"['parah', 'nih', 'orang', 'salesnya', 'pnipu', 'saya', 'sudah', 'bayar', 'rp', 'malah', 'orangnya', 'tidak', 'datang', 'sudah', 'seminggu', 'tolong', 'dong', 'mind', 'di', 'tindak', 'tegas', 'saya', 'akan', 'laporkan', 'dan', 'saya', 'akan', 'sebarkan', 'ke', 'burukan', 'oxygen', 'wiffi', 'dan', 'saya', 'akan', 'laporkan', 'ke', 'polisi', 'atas', 'dasar', 'penipuan']","['parah', 'nih', 'orang', 'salesnya', 'pnipu', 'bayar', 'rp', 'orangnya', 'seminggu', 'tolong', 'mind', 'tindak', 'laporkan', 'sebarkan', 'burukan', 'oxygen', 'wiffi', 'laporkan', 'polisi', 'dasar', 'penipuan']",parah nih orang salesnya pnipu bayar rp orang minggu tolong mind tindak lapor sebar buru oxygen wiffi lapor polisi dasar tipu,Positif
2020-07-10 03:20:55,Alda Silviana Agustiani,1,"Sangat kecewa kurang kopratif dari awal jadi ada mis komunikasi dalam pembayaran nya dan pemasangan, padahal saya nanya terus pembayaran nya kapan di infoin 14 hari kalender tau² harus bayar 2 bulan dalam 1 bulan",Sangat kecewa kurang kopratif dari awal jadi ada mis komunikasi dalam pembayaran nya dan pemasangan padahal saya nanya terus pembayaran nya kapan di infoin  hari kalender tau harus bayar  bulan dalam  bulan,sangat kecewa kurang kopratif dari awal jadi ada mis komunikasi dalam pembayaran nya dan pemasangan padahal saya nanya terus pembayaran nya kapan di infoin  hari kalender tau harus bayar  bulan dalam  bulan,sangat kecewa kurang kopratif dari awal jadi ada mis komunikasi dalam pembayaran ya dan pemasangan padahal saya bertanya terus pembayaran ya kapan di infoin hari kalender tau harus bayar bulan dalam bulan,"['sangat', 'kecewa', 'kurang', 'kopratif', 'dari', 'awal', 'jadi', 'ada', 'mis', 'komunikasi', 'dalam', 'pembayaran', 'ya', 'dan', 'pemasangan', 'padahal', 'saya', 'bertanya', 'terus', 'pembayaran', 'ya', 'kapan', 'di', 'infoin', 'hari', 'kalender', 'tau', 'harus', 'bayar', 'bulan', 'dalam', 'bulan']","['kecewa', 'kopratif', 'mis', 'komunikasi', 'pembayaran', 'ya', 'pemasangan', 'pembayaran', 'ya', 'infoin', 'kalender', 'tau', 'bayar']",kecewa kopratif mis komunikasi bayar ya pasang bayar ya infoin kalender tau bayar,Positif
2020-07-04 23:35:22,Catur Sigit Nugroho,5,Udah 1 tahun lbh pake alhamdulillah ga pernh trauble. Buat streaming tv android dan yutube lancar. Murah tp ga murahan,Udah  tahun lbh pake alhamdulillah ga pernh trauble Buat streaming tv android dan yutube lancar Murah tp ga murahan,udah  tahun lbh pake alhamdulillah ga pernh trauble buat streaming tv android dan yutube lancar murah tp ga murahan,sudah tahun lebih pakai alhamdulillah tidak pernh trauble buat streaming tv android dan yutube lancar murah tapi tidak murahan,"['sudah', 'tahun', 'lebih', 'pakai', 'alhamdulillah', 'tidak', 'pernh', 'trauble', 'buat', 'streaming', 'tv', 'android', 'dan', 'yutube', 'lancar', 'murah', 'tapi', 'tidak', 'murahan']","['pakai', 'alhamdulillah', 'pernh', 'trauble', 'streaming', 'tv', 'android', 'yutube', 'lancar', 'murah', 'murahan']",pakai alhamdulillah pernh trauble streaming tv android yutube lancar murah murah,Positif
2020-06-25 08:21:50,jibril ray,1,Tidak bisa berkata-kata deh buat jaringan internet nya...cma bsa ngungkapin dgn bintang aja,Tidak bisa berkatakata deh buat jaringan internet nyacma bsa ngungkapin dgn bintang aja,tidak bisa berkatakata deh buat jaringan internet nyacma bsa ngungkapin dgn bintang aja,tidak bisa berkatakata deh buat jaringan internet nyacma bisa ngungkapin dengan bintang saja,"['tidak', 'bisa', 'berkatakata', 'deh', 'buat', 'jaringan', 'internet', 'nyacma', 'bisa', 'ngungkapin', 'dengan', 'bintang', 'saja']","['berkatakata', 'deh', 'jaringan', 'internet', 'nyacma', 'ngungkapin', 'bintang']",berkatakata deh jaring internet nyacma ngungkapin bintang,Positif
2020-06-24 15:30:08,Vina Ariefiana,1,Duit ga balik..ga bisa masang..duit saya ga balik..smpe lama sekali...gimana???aKapan DUIT SAYA BALIK?????,Duit ga balikga bisa masangduit saya ga baliksmpe lama sekaligimanaaKapan DUIT SAYA BALIK,duit ga balikga bisa masangduit saya ga baliksmpe lama sekaligimanaakapan duit saya balik,duit tidak balikga bisa masangduit saya tidak baliksmpe lama sekaligimanaakapan duit saya balik,"['duit', 'tidak', 'balikga', 'bisa', 'masangduit', 'saya', 'tidak', 'baliksmpe', 'lama', 'sekaligimanaakapan', 'duit', 'saya', 'balik']","['duit', 'balikga', 'masangduit', 'baliksmpe', 'sekaligimanaakapan', 'duit']",duit balikga masangduit baliksmpe sekaligimanaakapan duit,Negatif
2020-06-21 05:49:45,Aji Jafar,1,"Belum sampai sehari interneran sudah los sinyal, di wa salesnya sempet dateng tp sama saja gak ada perubahan, di tlp dan di wa lagi sampai sekarang belum ada tanggapan.. Gila, ngapain gue pasang internet dan tv cable klo gak bisa nikmatim fasilitas.. Trus ntr tau2 di suruh bayar, ini sistem model apa? Nikmatin juga gak full 1 blm tiba2 di suruh bayar full Waras apa gak sih??",Belum sampai sehari interneran sudah los sinyal di wa salesnya sempet dateng tp sama saja gak ada perubahan di tlp dan di wa lagi sampai sekarang belum ada tanggapan Gila ngapain gue pasang internet dan tv cable klo gak bisa nikmatim fasilitas Trus ntr tau di suruh bayar ini sistem model apa Nikmatin juga gak full  blm tiba di suruh bayar full Waras apa gak sih,belum sampai sehari interneran sudah los sinyal di wa salesnya sempet dateng tp sama saja gak ada perubahan di tlp dan di wa lagi sampai sekarang belum ada tanggapan gila ngapain gue pasang internet dan tv cable klo gak bisa nikmatim fasilitas trus ntr tau di suruh bayar ini sistem model apa nikmatin juga gak full  blm tiba di suruh bayar full waras apa gak sih,belum sampai sehari interneran sudah los sinyal di wa salesnya sempat datang tapi sama saja tidak ada perubahan di telepon dan di wa lagi sampai sekarang belum ada tanggapan gila mengapai gue pasang internet dan tv cable kalau tidak bisa nikmatim fasilitas terus entar tau di suruh bayar ini sistem model apa menikmati juga tidak full belum tiba di suruh bayar full waras apa tidak sih,"['belum', 'sampai', 'sehari', 'interneran', 'sudah', 'los', 'sinyal', 'di', 'wa', 'salesnya', 'sempat', 'datang', 'tapi', 'sama', 'saja', 'tidak', 'ada', 'perubahan', 'di', 'telepon', 'dan', 'di', 'wa', 'lagi', 'sampai', 'sekarang', 'belum', 'ada', 'tanggapan', 'gila', 'mengapai', 'gue', 'pasang', 'internet', 'dan', 'tv', 'cable', 'kalau', 'tidak', 'bisa', 'nikmatim', 'fasilitas', 'terus', 'entar', 'tau', 'di', 'suruh', 'bayar', 'ini', 'sistem', 'model', 'apa', 'menikmati', 'juga', 'tidak', 'full', 'belum', 'tiba', 'di', 'suruh', 'bayar', 'full', 'waras', 'apa', 'tidak', 'sih']","['sehari', 'interneran', 'los', 'sinyal', 'wa', 'salesnya', 'perubahan', 'telepon', 'wa', 'tanggapan', 'gila', 'mengapai', 'gue', 'pasang', 'internet', 'tv', 'cable', 'nikmatim', 'fasilitas', 'entar', 'tau', 'suruh', 'bayar', 'sistem', 'model', 'menikmati', 'full', 'suruh', 'bayar', 'full', 'waras', 'sih']",hari interneran los sinyal wa salesnya ubah telepon wa tanggap gila kapai gue pasang internet tv cable nikmatim fasilitas entar tau suruh bayar sistem model nikmat full suruh bayar full waras sih,Positif
2020-06-18 02:40:48,Iko Bilal,1,"Tv kabelny ga di pasang2...janji 2 hr mau di pasang ini udh 2 minggu gada info sm sekali di wa ga di bc di tlp ga di angkat2,wifi katany jarak 20 meter,jarak 7 meter aj udh gada sinyal... parahhhhhhhhhh",Tv kabelny ga di pasangjanji  hr mau di pasang ini udh  minggu gada info sm sekali di wa ga di bc di tlp ga di angkatwifi katany jarak  meterjarak  meter aj udh gada sinyal parahhhhhhhhhh,tv kabelny ga di pasangjanji  hr mau di pasang ini udh  minggu gada info sm sekali di wa ga di bc di tlp ga di angkatwifi katany jarak  meterjarak  meter aj udh gada sinyal parahhhhhhhhhh,tv kabelny tidak di pasangjanji hari mau di pasang ini sudah minggu info sama sekali di wa tidak di baca di telepon tidak di angkatwifi katany jarak meterjarak meter saja sudah sinyal parahhhhhhhhhh,"['tv', 'kabelny', 'tidak', 'di', 'pasangjanji', 'hari', 'mau', 'di', 'pasang', 'ini', 'sudah', 'minggu', 'info', 'sama', 'sekali', 'di', 'wa', 'tidak', 'di', 'baca', 'di', 'telepon', 'tidak', 'di', 'angkatwifi', 'katany', 'jarak', 'meterjarak', 'meter', 'saja', 'sudah', 'sinyal', 'parahhhhhhhhhh']","['tv', 'kabelny', 'pasangjanji', 'pasang', 'minggu', 'info', 'wa', 'baca', 'telepon', 'angkatwifi', 'katany', 'jarak', 'meterjarak', 'meter', 'sinyal', 'parahhhhhhhhhh']",tv kabelny pasangjanji pasang minggu info wa baca telepon angkatwifi katany jarak meterjarak meter sinyal parahhhhhhhhhh,Negatif
2020-06-10 03:27:23,Resha Muviet,1,Seles dan teknisinya brengsek udah mau sebulan wifi ya gak dipasang2 udah bayar full giliran dikotak salesnya gak ada jawabannya...,Seles dan teknisinya brengsek udah mau sebulan wifi ya gak dipasang udah bayar full giliran dikotak salesnya gak ada jawabannya,seles dan teknisinya brengsek udah mau sebulan wifi ya gak dipasang udah bayar full giliran dikotak salesnya gak ada jawabannya,seles dan teknisinya brengsek sudah mau sebulan wifi ya tidak dipasang sudah bayar full giliran dikotak salesnya tidak ada jawabannya,"['seles', 'dan', 'teknisinya', 'brengsek', 'sudah', 'mau', 'sebulan', 'wifi', 'ya', 'tidak', 'dipasang', 'sudah', 'bayar', 'full', 'giliran', 'dikotak', 'salesnya', 'tidak', 'ada', 'jawabannya']","['seles', 'teknisinya', 'brengsek', 'sebulan', 'wifi', 'ya', 'dipasang', 'bayar', 'full', 'giliran', 'dikotak', 'salesnya', 'jawabannya']",les teknisi brengsek bulan wifi ya pasang bayar full gilir kotak salesnya jawab,Negatif
2020-06-09 11:28:51,Adi Purwanto,1,Katanya koneksi bagus!tekhnisi nya nggk bertanggung jawab..ninggal dengan posisi wifi blm bener...Baru bener sebentar 1 sampe 2 hari rusak lagi !parah!,Katanya koneksi bagustekhnisi nya nggk bertanggung jawabninggal dengan posisi wifi blm benerBaru bener sebentar  sampe  hari rusak lagi parah,katanya koneksi bagustekhnisi nya nggk bertanggung jawabninggal dengan posisi wifi blm benerbaru bener sebentar  sampe  hari rusak lagi parah,katanya koneksi bagustekhnisi ya tidak bertanggung jawabninggal dengan posisi wifi belum benerbaru benar sebentar sampai hari rusak lagi parah,"['katanya', 'koneksi', 'bagustekhnisi', 'ya', 'tidak', 'bertanggung', 'jawabninggal', 'dengan', 'posisi', 'wifi', 'belum', 'benerbaru', 'benar', 'sebentar', 'sampai', 'hari', 'rusak', 'lagi', 'parah']","['koneksi', 'bagustekhnisi', 'ya', 'bertanggung', 'jawabninggal', 'posisi', 'wifi', 'benerbaru', 'sebentar', 'rusak', 'parah']",koneksi bagustekhnisi ya tanggung jawabninggal posisi wifi benerbaru sebentar rusak parah,Negatif
2020-06-03 01:06:47,RFZ channel,2,Sudah beberapa hari ini kenapa lemot yaa wifi Oxygen download aja lama di play store,Sudah beberapa hari ini kenapa lemot yaa wifi Oxygen download aja lama di play store,sudah beberapa hari ini kenapa lemot yaa wifi oxygen download aja lama di play store,sudah beberapa hari ini kenapa lemot ya wifi oxygen download saja lama di play store,"['sudah', 'beberapa', 'hari', 'ini', 'kenapa', 'lemot', 'ya', 'wifi', 'oxygen', 'download', 'saja', 'lama', 'di', 'play', 'store']","['lemot', 'ya', 'wifi', 'oxygen', 'download', 'play', 'store']",lot ya wifi oxygen download play store,Positif
2020-06-01 12:49:47,Mohamad Fikri,1,"Parah proses refund sangat lamaa,,cs nya ditanya kabur kaya ogah ogahan ngelayanin proses refund tapi giliranan duit nomer 1",Parah proses refund sangat lamaacs nya ditanya kabur kaya ogah ogahan ngelayanin proses refund tapi giliranan duit nomer ,parah proses refund sangat lamaacs nya ditanya kabur kaya ogah ogahan ngelayanin proses refund tapi giliranan duit nomer ,parah proses refund sangat lamaacs ya ditanya kabur kayak ogah ogahan ngelayanin proses refund tapi giliranan duit nomer,"['parah', 'proses', 'refund', 'sangat', 'lamaacs', 'ya', 'ditanya', 'kabur', 'kayak', 'ogah', 'ogahan', 'ngelayanin', 'proses', 'refund', 'tapi', 'giliranan', 'duit', 'nomer']","['parah', 'proses', 'refund', 'lamaacs', 'ya', 'kabur', 'kayak', 'ogah', 'ogahan', 'ngelayanin', 'proses', 'refund', 'giliranan', 'duit', 'nomer']",parah proses refund lamaacs ya kabur kayak ogah ogah ngelayanin proses refund giliranan duit nomer,Negatif
2020-05-31 09:42:40,darrelmuhammad rei,1,"wifi eror sejak 29 mei pukul 18.00 sampai saat ini, teknisi sdh datang tp tetap tidak bisa digunakan, kita pelanggan merasa sangat dirugikan, bayar wifi pakai prabayar, sampai saat ini tdk ada perbaikan id pelaporan : 302217",wifi eror sejak  mei pukul  sampai saat ini teknisi sdh datang tp tetap tidak bisa digunakan kita pelanggan merasa sangat dirugikan bayar wifi pakai prabayar sampai saat ini tdk ada perbaikan id pelaporan  ,wifi eror sejak  mei pukul  sampai saat ini teknisi sdh datang tp tetap tidak bisa digunakan kita pelanggan merasa sangat dirugikan bayar wifi pakai prabayar sampai saat ini tdk ada perbaikan id pelaporan  ,wifi eror sejak mei pukul sampai saat ini teknisi sudah datang tapi tetap tidak bisa digunakan kita pelanggan merasa sangat dirugikan bayar wifi pakai prabayar sampai saat ini tidak ada perbaikan id pelaporan,"['wifi', 'eror', 'sejak', 'mei', 'pukul', 'sampai', 'saat', 'ini', 'teknisi', 'sudah', 'datang', 'tapi', 'tetap', 'tidak', 'bisa', 'digunakan', 'kita', 'pelanggan', 'merasa', 'sangat', 'dirugikan', 'bayar', 'wifi', 'pakai', 'prabayar', 'sampai', 'saat', 'ini', 'tidak', 'ada', 'perbaikan', 'id', 'pelaporan']","['wifi', 'eror', 'mei', 'teknisi', 'pelanggan', 'dirugikan', 'bayar', 'wifi', 'pakai', 'prabayar', 'perbaikan', 'id', 'pelaporan']",wifi eror mei teknisi langgan rugi bayar wifi pakai prabayar baik id lapor,Negatif
2020-05-19 03:23:16,Anres Oliver,5,Blm ada kendala .mantab,Blm ada kendala mantab,blm ada kendala mantab,belum ada kendala mantab,"['belum', 'ada', 'kendala', 'mantab']","['kendala', 'mantab']",kendala mantab,Positif
2020-05-18 16:30:13,Dinda Maudi,5,"Sempet ragu baca reviewnya, tp memberanikan diri utk coba pasang krn murah.. Pas bgt lg ada promo yg 50mbps cuma 290k .. Salesnya ramah dan fast respon, pemasangan cepat, dan jaringannya mantap.. Fix bakal langganan terus.. Smga aja tetep di pertahankan jaringannya !! Selama ini blm pernah RTO, btw uda sebulan aku pasang.. Sukses selalu 🙏🙏",Sempet ragu baca reviewnya tp memberanikan diri utk coba pasang krn murah Pas bgt lg ada promo yg mbps cuma k  Salesnya ramah dan fast respon pemasangan cepat dan jaringannya mantap Fix bakal langganan terus Smga aja tetep di pertahankan jaringannya  Selama ini blm pernah RTO btw uda sebulan aku pasang Sukses selalu ,sempet ragu baca reviewnya tp memberanikan diri utk coba pasang krn murah pas bgt lg ada promo yg mbps cuma k  salesnya ramah dan fast respon pemasangan cepat dan jaringannya mantap fix bakal langganan terus smga aja tetep di pertahankan jaringannya  selama ini blm pernah rto btw uda sebulan aku pasang sukses selalu ,sempat ragu baca reviewnya tapi memberanikan diri untuk coba pasang karena murah pas banget lagi ada promo yang mbps cuma ke salesnya ramah dan fast respon pemasangan cepat dan jaringannya mantap fix bakal langganan terus semoga saja tetap di pertahankan jaringannya selama ini belum pernah rto btw sudah sebulan aku pasang sukses selalu,"['sempat', 'ragu', 'baca', 'reviewnya', 'tapi', 'memberanikan', 'diri', 'untuk', 'coba', 'pasang', 'karena', 'murah', 'pas', 'banget', 'lagi', 'ada', 'promo', 'yang', 'mbps', 'cuma', 'ke', 'salesnya', 'ramah', 'dan', 'fast', 'respon', 'pemasangan', 'cepat', 'dan', 'jaringannya', 'mantap', 'fix', 'bakal', 'langganan', 'terus', 'semoga', 'saja', 'tetap', 'di', 'pertahankan', 'jaringannya', 'selama', 'ini', 'belum', 'pernah', 'rto', 'btw', 'sudah', 'sebulan', 'aku', 'pasang', 'sukses', 'selalu']","['ragu', 'baca', 'reviewnya', 'memberanikan', 'coba', 'pasang', 'murah', 'pas', 'banget', 'promo', 'mbps', 'salesnya', 'ramah', 'fast', 'respon', 'pemasangan', 'cepat', 'jaringannya', 'mantap', 'fix', 'langganan', 'semoga', 'pertahankan', 'jaringannya', 'rto', 'btw', 'sebulan', 'pasang', 'sukses']",ragu baca reviewnya berani coba pasang murah pas banget promo mbps salesnya ramah fast respon pasang cepat jaring mantap fix langgan moga tahan jaring rto btw bulan pasang sukses,Positif
2020-05-14 03:53:57,Lina,3,Ksh 3⭐ dulu soalnya setiap bulan pasti ajah ada gangguan sinyal,Ksh  dulu soalnya setiap bulan pasti ajah ada gangguan sinyal,ksh  dulu soalnya setiap bulan pasti ajah ada gangguan sinyal,kasih dulu soalnya setiap bulan pasti saja ada gangguan sinyal,"['kasih', 'dulu', 'soalnya', 'setiap', 'bulan', 'pasti', 'saja', 'ada', 'gangguan', 'sinyal']","['kasih', 'gangguan', 'sinyal']",kasih ganggu sinyal,Negatif
2020-05-13 14:42:03,MR P,5,Alhamdulillah lancar 2 bulan ini ...,Alhamdulillah lancar  bulan ini ,alhamdulillah lancar  bulan ini ,alhamdulillah lancar bulan ini,"['alhamdulillah', 'lancar', 'bulan', 'ini']","['alhamdulillah', 'lancar']",alhamdulillah lancar,Positif
2020-05-01 10:16:54,Koimam Bilkissti,5,Saya langganan dah lama di oxygen.. koneksi bagus kok.. cm skrg lg down 😄,Saya langganan dah lama di oxygen koneksi bagus kok cm skrg lg down ,saya langganan dah lama di oxygen koneksi bagus kok cm skrg lg down ,saya langganan sudah lama di oxygen koneksi bagus kok cuma sekarang lagi down,"['saya', 'langganan', 'sudah', 'lama', 'di', 'oxygen', 'koneksi', 'bagus', 'kok', 'cuma', 'sekarang', 'lagi', 'down']","['langganan', 'oxygen', 'koneksi', 'bagus', 'down']",langgan oxygen koneksi bagus down,Negatif
2020-04-25 07:13:50,Pengguna Google,1,"parah sales dan teknisi nya , gue bayar untuk berlangganan tanggal 22 april dan sales bilang tanggal 23 april di jam 11.00 mau di pasang router wifinya , tapi sampai tanggal 25 april 2020 belum di pasang juga . gua setiap kali telfon customer care nya jawab nya saya bantu follow up , sampai saat ini ga ada yang konfirmasi ke gua . bad responsibility dan ga profesional . gua yakin pas udah di pasang nanti pasti jelek nih signal nya dan kecepetan mbps nya ga sesuai !!!!",parah sales dan teknisi nya  gue bayar untuk berlangganan tanggal  april dan sales bilang tanggal  april di jam  mau di pasang router wifinya  tapi sampai tanggal  april  belum di pasang juga  gua setiap kali telfon customer care nya jawab nya saya bantu follow up  sampai saat ini ga ada yang konfirmasi ke gua  bad responsibility dan ga profesional  gua yakin pas udah di pasang nanti pasti jelek nih signal nya dan kecepetan mbps nya ga sesuai ,parah sales dan teknisi nya  gue bayar untuk berlangganan tanggal  april dan sales bilang tanggal  april di jam  mau di pasang router wifinya  tapi sampai tanggal  april  belum di pasang juga  gua setiap kali telfon customer care nya jawab nya saya bantu follow up  sampai saat ini ga ada yang konfirmasi ke gua  bad responsibility dan ga profesional  gua yakin pas udah di pasang nanti pasti jelek nih signal nya dan kecepetan mbps nya ga sesuai ,parah sales dan teknisi ya gue bayar untuk berlangganan tanggal april dan sales bilang tanggal april di jam mau di pasang router wifinya tapi sampai tanggal april belum di pasang juga gua setiap kali telfon customer care ya jawab ya saya bantu follow up sampai saat ini tidak ada yang konfirmasi ke gua bad responsibility dan tidak profesional gua yakin pas sudah di pasang nanti pasti jelek nih signal ya dan kecepetan mbps ya tidak sesuai,"['parah', 'sales', 'dan', 'teknisi', 'ya', 'gue', 'bayar', 'untuk', 'berlangganan', 'tanggal', 'april', 'dan', 'sales', 'bilang', 'tanggal', 'april', 'di', 'jam', 'mau', 'di', 'pasang', 'router', 'wifinya', 'tapi', 'sampai', 'tanggal', 'april', 'belum', 'di', 'pasang', 'juga', 'gua', 'setiap', 'kali', 'telfon', 'customer', 'care', 'ya', 'jawab', 'ya', 'saya', 'bantu', 'follow', 'up', 'sampai', 'saat', 'ini', 'tidak', 'ada', 'yang', 'konfirmasi', 'ke', 'gua', 'bad', 'responsibility', 'dan', 'tidak', 'profesional', 'gua', 'yakin', 'pas', 'sudah', 'di', 'pasang', 'nanti', 'pasti', 'jelek', 'nih', 'signal', 'ya', 'dan', 'kecepetan', 'mbps', 'ya', 'tidak', 'sesuai']","['parah', 'sales', 'teknisi', 'ya', 'gue', 'bayar', 'berlangganan', 'tanggal', 'april', 'sales', 'bilang', 'tanggal', 'april', 'jam', 'pasang', 'router', 'wifinya', 'tanggal', 'april', 'pasang', 'gua', 'kali', 'telfon', 'customer', 'care', 'ya', 'ya', 'bantu', 'follow', 'up', 'konfirmasi', 'gua', 'bad', 'responsibility', 'profesional', 'gua', 'pas', 'pasang', 'jelek', 'nih', 'signal', 'ya', 'kecepetan', 'mbps', 'ya', 'sesuai']",parah sales teknisi ya gue bayar langgan tanggal april sales bilang tanggal april jam pasang router wifinya tanggal april pasang gua kali telfon customer care ya ya bantu follow up konfirmasi gua bad responsibility profesional gua pas pasang jelek nih signal ya kecepetan mbps ya sesuai,Positif
2020-04-23 12:07:25,Pengguna Google,1,"Buruk bgt pelayanannya asli,,,wifinya bagus cuma SDM nya bobrok !!! Janji gak konsisten !!!",Buruk bgt pelayanannya asliwifinya bagus cuma SDM nya bobrok  Janji gak konsisten ,buruk bgt pelayanannya asliwifinya bagus cuma sdm nya bobrok  janji gak konsisten ,buruk banget pelayanannya asliwifinya bagus cuma sdm ya bobrok janji tidak konsisten,"['buruk', 'banget', 'pelayanannya', 'asliwifinya', 'bagus', 'cuma', 'sdm', 'ya', 'bobrok', 'janji', 'tidak', 'konsisten']","['buruk', 'banget', 'pelayanannya', 'asliwifinya', 'bagus', 'sdm', 'ya', 'bobrok', 'janji', 'konsisten']",buruk banget layan asliwifinya bagus sdm ya bobrok janji konsisten,Positif
2020-04-22 12:51:43,Pengguna Google,3,"Channel nya kurang banyak,kayak disney channel,disney junior,fox movie,rcti",Channel nya kurang banyakkayak disney channeldisney juniorfox moviercti,channel nya kurang banyakkayak disney channeldisney juniorfox moviercti,channel ya kurang banyakkayak disney channeldisney juniorfox moviercti,"['channel', 'ya', 'kurang', 'banyakkayak', 'disney', 'channeldisney', 'juniorfox', 'moviercti']","['channel', 'ya', 'banyakkayak', 'disney', 'channeldisney', 'juniorfox', 'moviercti']",channel ya banyakkayak disney channeldisney juniorfox moviercti,Positif
